parent_process_md5,parent_process_sha1,parent_process_sha256,parent_process_creation_date,process_id,agentid,elastic_id,usernames_id,agent_id,event_type,year,month,day,hour,parent_executablepath,executable_path,computername,parent_process_owner,process_owner,process_domain,parent_process_name,process_name,tenant_id,command_line,parent_command_line
,,,,"{""int"": 16916, ""string"": null}",c5021203e048fc1b1d4955a9f158711f,4efEenwBB0gvw5rfxeGg,89.0,,user_process_execs,2021,10,13,17,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_4,name_445,name_445,name_640,executable_168,executable_168,tenant_c,,
,,,,"{""int"": 23632, ""string"": null}",0a007dcecf64daa4025e2854b44cfb14,ny_zgHwBqhyjhem8zawy,,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_112,name_627,name_627,name_640,executable_398,executable_163,tenant_c,,
,,,,"{""int"": 10800, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,p5LNfnwB0-fRXDnoPYb_,,,user_process_execs,2021,10,14,12,c:\dir_a_j\dir_b_j32\dir_c_e\executable_11,c:\dir_a_j\dir_b_j32\executable_171,name_10,name_457,name_457,name_640,executable_11,executable_171,tenant_c,c:\windows\system32\cmd.exe /c del %temp%\eventsentry_svc_x64.exe.obsolete.*,
,,,,"{""int"": 16116, ""string"": null}",c63f77b8be8d5904d076fbf8b5412e12,R-Exf3wB0-fRXDnoBSJZ,1250.0,,user_process_execs,2021,10,14,14,c:\dir_a_b\dir_b_ef\dir_c_i\dir_d_d\dir_e_ah\dir_f_g\dir_g_b\dir_h_j\93dir_i_j269.200\executable_258,c:\dir_a_b\dir_b_ef\dir_c_i\dir_d_d\dir_e_ah\dir_f_g\dir_g_b\dir_h_j\93dir_i_j269.200\executable_258,name_41,name_524,name_524,name_640,executable_258,executable_258,tenant_c,"""c:\users\vharmon\appdata\local\google\chrome\user data\swreporter\93.269.200\software_reporter_tool.exe"" --crash-handler ""--database=c:\users\vharmon\appdata\local\google\software reporter tool"" --url=https://clients2.google.com/cr/report --annotation=plat=win32 --annotation=prod=chromefoil --annotation=ver=93.269.200 --initial-client-data=0x29c,0x2a0,0x2a4,0x278,0x254,0x7ff7083e9300,0x7ff7083e9310,0x7ff7083e9320",
,,,,"{""int"": 14604, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ZRfPgHwBqhyjhem8-sZA,1452.0,,user_process_execs,2021,10,14,21,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_40,name_513,name_513,name_640,executable_166,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=2244,4071901940355403850,15732016484159354731,131072 --lang=en-us --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9276 /prefetch:1",
,,,,"{""int"": 23940, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,sdAweXwBEhvPAxw3NR0u,,,user_process_execs,2021,10,13,10,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_252,name_650,name_441,name_441,name_640,executable_171,executable_252,tenant_c,"""netsh""  advfirewall show allprofiles ",
,,,,"{""int"": 24756, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,sANgenwBNpbLFxe_2l1f,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_650,name_441,name_441,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k wusvcs -p -s waasmedicsvc,
,,,,"{""int"": 17272, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,tMoTf3wB0-fRXDnonQL2,,,user_process_execs,2021,10,14,13,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,asdf_0x1319acde8918c_name_19,name_480,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 18460, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,1-q2eXwBDac3IFZA7ra5,144.0,,user_process_execs,2021,10,13,12,c:\dir_a_b\dir_b_ba\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ba\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_34,name_484,name_484,name_640,executable_160,executable_160,tenant_c,"""c:\users\khughes\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1644,18153043427599655482,6790127409950969348,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\khughes\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=10786 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=16592 /prefetch:1",
,,,,"{""int"": 3768, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,UoQOfXwB1R6ZJf4-wIyX,,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_24,name_467,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 12196, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,FVekgHwBRALE72vTs1xQ,1520.0,,user_process_execs,2021,10,14,20,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_52,name_596,name_596,name_640,executable_166,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=2172,7472215757907464210,7479496974767478338,131072 --lang=en-us --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4228 /prefetch:1",
,,,,"{""int"": 19840, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,DGW7fHwBxoofP3v-AFSY,80.0,,user_process_execs,2021,10,14,2,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_11,name_471,name_453,name_640,executable_163,executable_165,tenant_c,,
,,,,"{""int"": 14616, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,GC8FgHwBWkqM6Gh_tax_,49.0,,user_process_execs,2021,10,14,18,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_8,name_449,name_449,name_640,executable_166,executable_166,tenant_c,,
,,,,"{""int"": 21592, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,M3TsfXwBLwEQS1RKZzja,94.0,,user_process_execs,2021,10,14,8,c:\dir_a_b\dir_b_g\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_g\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_3,name_446,name_446,name_640,executable_160,executable_160,tenant_c,,
,,,,"{""int"": 12560, ""string"": null}",6e0a9199ba1a8e3cb1413974c032f86d,GZIVfXwB0-fRXDno2hEg,113.0,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,test_7aec2f01-586e-3d53-b8f3-6cf7e6b649a4_name_18,name_502,name_459,name_640,executable_163,executable_165,tenant_c,,
,,,,"{""int"": null, ""string"": ""20652""}",0a007dcecf64daa4025e2854b44cfb14,yGosgXwB0-fRXDnoFi9i,150.0,,user_process_execs,2021,10,14,23,,c:\dir_a_b\dir_b_hi\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_112,,name_606,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\dkrause\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,8427525034261670070,17008193556216460501,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\dkrause\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=107 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6112 /prefetch:1",
,,,,"{""int"": 1616, ""string"": null}",aa0b7a6f95f3961b4fc33a39f30f8b28,cqQZe3wBXiyPKgRrn_2M,1229.0,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_15,name_515,name_458,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 24180, ""string"": null}",eed97d449ff9dfa51ea1183b86d987ff,oIkcgHwBB0gvw5rfZ5O0,111.0,,user_process_execs,2021,10,14,18,c:\dir_a_a86)\dir_b_h\dir_c_bb\dir_d_ac\executable_390,c:\dir_a_a86)\dir_b_h\dir_c_bb\dir_d_ac\executable_296,test_115ff52f-d605-3b4b-98fe-c0ea57f4930c_name_13,name_460,name_460,name_640,executable_390,executable_296,tenant_c,"""c:\program files (x86)\common files\adobe\adobegcclient\hdhelper.exe"" --command=hduwpispackageinstalledforcurrentuser --commandargsxml=c:\programdata\adobe\installer\etr8677.tmp",
,,,,"{""int"": 12520, ""string"": null}",798bc6e312b6d66c6038a0ab8df60da4,F6dge3wBACIhUi-kgh_U,43.0,,user_process_execs,2021,10,13,20,c:\dir_a_j\dir_b_j32\executable_408,c:\dir_a_j\dir_b_j32\executable_179,name_35,name_554,name_469,name_640,executable_408,executable_179,tenant_c,,
,,,,"{""int"": 1572, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,6X1BenwBqhyjhem8CVsL,49.0,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_8,name_519,name_449,name_640,executable_163,executable_165,tenant_c,,
,,,,"{""int"": 5996, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,_0p_e3wBUJtdm8Rq7BTb,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_63,name_528,name_528,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k netsvcs -p -s wuauserv,
,,,,"{""int"": 10376, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ZLige3wBxoofP3v-OY1h,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_55,name_547,name_547,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 88c -interruptevent 0 -ngenprocess 888 -pipe 868 -comment ""ngen worker process""",
,,,,"{""int"": null, ""string"": """"}",bbdb0d68baffacd92d7b12248a22d426,4cQQfnwBWkqM6Gh_H02u,,,user_process_execs,2021,10,14,9,,,name_57,,,,,,tenant_c,,
,,,,"{""int"": 15560, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,x22FenwBWkqM6Gh_GZEF,80.0,,user_process_execs,2021,10,13,16,c:\dir_a_c\dir_b_eg\executable_284,c:\dir_a_a86)\dir_b_eg\executable_284,name_11,name_453,name_453,name_640,executable_284,executable_284,tenant_c,,
,,,,"{""int"": 9560, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,4ilIfnwBB0gvw5rfZrNz,,,user_process_execs,2021,10,14,10,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_a86)\dir_b_b\dir_c_bi\executable_183,name_39,name_512,name_512,name_640,executable_163,executable_183,tenant_c,"""c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe"" /ua /installsource scheduler",
,,,,"{""int"": 22996, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,nW2FenwBWkqM6Gh_GZIG,1353.0,,user_process_execs,2021,10,13,16,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_25,name_507,name_507,name_640,executable_168,executable_168,tenant_c,"""c:\program files (x86)\google\chrome\application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.datadecoderservice --field-trial-handle=1704,14918077001364646311,13749275138956783087,131072 --lang=en-us --service-sandbox-type=service --mojo-platform-channel-handle=8484 /prefetch:8",
,,,,"{""int"": 15280, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,SWVpf3wBNpbLFxe_MQHn,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_47,name_479,name_479,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,
,,,,"{""int"": 22220, ""string"": null}",e28d3fa8be3fed48edacc9228e46668a,tU6lfHwBEhvPAxw3iH0J,,,user_process_execs,2021,10,14,2,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_26,name_496,name_496,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k wsappx -p -s clipsvc,
,,,,"{""int"": 13260, ""string"": null}",090324aef9b906c8ae71836c0f81eb58,UJSMe3wB1R6ZJf4-tpi-,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_266,c:\dir_a_j\dir_b_j32\executable_280,name_31,name_466,name_466,name_640,executable_266,executable_280,tenant_c,"%systemroot%\system32\csrss.exe objectdirectory=\windows sharedsection=1024,20480,768 windows=on subsystemtype=windows serverdll=basesrv,1 serverdll=winsrv:userserverdllinitialization,3 serverdll=sxssrv,4 profilecontrol=off maxrequestthreads=16",
,,,,"{""int"": 21268, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,1oHqfHwBxoofP3v-K6a9,,,user_process_execs,2021,10,14,3,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_197,name_12,name_455,name_455,name_640,executable_171,executable_197,tenant_c,attrib  -h c:\windows\system32\eventsentry\temp\\eventsentry_performance_trend_*.tmp,
,,,,"{""int"": 14920, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,_uQsenwBLwEQS1RKYMCa,,,user_process_execs,2021,10,13,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_bh64\dir_c_db\executable_164,name_40,name_487,name_487,name_640,executable_163,executable_164,tenant_c,c:\windows\syswow64\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 6256, ""string"": null}",6e0a9199ba1a8e3cb1413974c032f86d,-2XWfXwBXiyPKgRrzDbW,,,user_process_execs,2021,10,14,8,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_188,c:\dir_a_j\dir_b_j32\executable_162,test_7aec2f01-586e-3d53-b8f3-6cf7e6b649a4_name_18,name_502,name_502,name_640,executable_188,executable_162,tenant_c,,
,,,,"{""int"": 15448, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ihyFgHwBACIhUi-kq8P5,1452.0,,user_process_execs,2021,10,14,20,c:\dir_a_j\executable_260,c:\dir_a_c\dir_b_c\dir_c_fg\executable_262,asdf_0x1314acde8918c_name_14,name_513,name_513,name_640,executable_260,executable_262,tenant_c,"""c:\program files\sophos\sophos ui\sophos ui.exe"" /hidden",
,,,,"{""int"": 20884, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,JCgdenwBUJtdm8Rq6R2-,97.0,,user_process_execs,2021,10,13,14,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_36,name_505,name_505,name_640,executable_168,executable_168,tenant_c,"""c:\program files (x86)\google\chrome\application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --origin-trial-disabled-features=securepaymentconfirmation --field-trial-handle=1808,2519091400952163062,12693406805295926151,131072 --lang=en-us --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=1502 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3524 /prefetch:1",
,,,,"{""int"": 17336, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,Y-iWfHwBWkqM6Gh_RZW1,,,user_process_execs,2021,10,14,2,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_350,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_180,name_650,name_441,name_441,name_640,executable_350,executable_180,tenant_c,"""c:\program files (x86)\gfi\languard 12 agent\update.exe"" /suid:84028266-18a4-490f-9a58-8dd6a7ad7c7e  /wkl",
,,,,"{""int"": 3368, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,dT6Pe3wBjd7GdOioUmai,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_170,name_3,name_490,name_490,name_640,executable_163,executable_170,tenant_c,,
,,,,"{""int"": null, ""string"": """"}",b1b69bf22e4fd78a4b091d4f5b429be0,WNwpf3wB0-fRXDnoxE2M,298.0,,user_process_execs,2021,10,14,14,,,asdf_0x13143acde8918c_name_143,,,,,,tenant_e,,
,,,,"{""int"": 5284, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,_7RNe3wBRALE72vT2HAj,,,user_process_execs,2021,10,13,20,c:\dir_a_j\dir_b_j32\executable_181,c:\dir_a_j\dir_b_j32\executable_162,name_78,name_545,name_545,name_640,executable_181,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": 5408, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,a65Sd3wBqhyjhem8RvUe,,,user_process_execs,2021,10,13,1,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\dir_c_db\executable_172,name_3,name_490,name_490,name_640,executable_398,executable_172,tenant_c,,
,,,,"{""int"": 17720, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,e5kfgHwBV1WtlBxDN3u6,1419.0,,user_process_execs,2021,10,14,18,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\94dir_e_d0.992.47\executable_175,name_40,name_551,name_551,name_640,executable_166,executable_175,tenant_c,"""c:\program files (x86)\microsoft\edge\application\94.0.992.47\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.winrtappidservice --field-trial-handle=2180,1540795139785347793,12597139145389178234,131072 --lang=en-us --service-sandbox-type=none --mojo-platform-channel-handle=7676 /prefetch:8",
,,,,"{""int"": 17272, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,8kouenwBDac3IFZA_raV,,,user_process_execs,2021,10,13,14,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_11,name_471,name_471,name_640,executable_353,executable_167,tenant_c,,
,,,,"{""int"": 6452, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,qYQJfnwBLwEQS1RKl7Bj,,,user_process_execs,2021,10,14,8,c:\dir_a_j\dir_b_j32\executable_408,c:\dir_a_j\dir_b_j32\executable_179,name_47,name_479,name_479,name_640,executable_408,executable_179,tenant_c,"""c:\windows\system32\searchprotocolhost.exe"" global\usgthrfltpipemssgthrpipe5_ global\usgthrctrlfltpipemssgthrpipe5 1 -2147483646 ""software\microsoft\windows search"" ""mozilla/4.0 (compatible; msie 6.0; windows nt; ms search 4.0 robot)"" ""c:\programdata\microsoft\search\data\temp\usgthrsvc"" ""downleveldaemon"" ",
,,,,"{""int"": 12968, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,nzXrgHwB1R6ZJf4-Pg9b,,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_a86)\dir_b_b\dir_c_bi\executable_183,name_11,name_471,name_471,name_640,executable_163,executable_183,tenant_c,,
,,,,"{""int"": 7988, ""string"": null}",b0d19e7029b5c1529a257fd8f2c7573e,04qMfHwBRALE72vT1fox,80.0,,user_process_execs,2021,10,14,2,c:\dir_a_b\dir_b_ah\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ah\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_11,name_453,name_453,name_640,executable_160,executable_160,tenant_c,,
,,,,"{""int"": null, ""string"": ""14376""}",60ba53ba2cf7602fac7467b672fa4193,MXeefHwBACIhUi-kKK02,39.0,,user_process_execs,2021,10,14,2,,c:\dir_a_b\dir_b_ga\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_65,,name_503,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\SCoast\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1704,1437936517227676234,3178724192587953829,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\SCoast\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=638 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9476 /prefetch:1",
,,,,"{""int"": 14244, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,vBZcd3wBUVIklYwEWSLo,,,user_process_execs,2021,10,13,1,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,asdf_0x1314acde8918c_name_14,name_474,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 16432, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,PdtbgHwBxoofP3v-G3vK,77.0,,user_process_execs,2021,10,14,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_6,name_488,name_447,name_640,executable_163,executable_165,tenant_c,,
,,,,"{""int"": null, ""string"": ""13276""}",6e0a9199ba1a8e3cb1413974c032f86d,wCAseXwBUVIklYwERzo2,113.0,,user_process_execs,2021,10,13,10,,c:\dir_a_b\dir_b_bf\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,test_7aec2f01-586e-3d53-b8f3-6cf7e6b649a4_name_18,,name_459,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\kpoe\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1680,13290722400669633736,2527828319705641888,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\kpoe\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=2014 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7048 /prefetch:1",
